epoch,train_loss,val_loss,val_mae_hz
0,0.13043420060082925,0.09609361365437508,0.3110133848285177
1,0.10620840777491414,0.07336234052975972,0.2889678995260752
2,0.09660775916174401,0.058130900065104164,0.2772321830629273
3,0.09184607412925987,0.06850496431191762,0.3031155238993565
4,0.09176813737424307,0.07194876298308372,0.3053782638263618
5,0.08631273887531701,0.04709594013790289,0.24302415703495983
6,0.08870188432723977,0.05406232302387556,0.2669533444146668
7,0.08598615463043369,0.04675077957411607,0.24799292206396117
8,0.07944689821018729,0.05942297478516897,0.2668167434956217
9,0.07784945201561895,0.05547111357251803,0.269968697906707
10,0.07751046658255333,0.04633063015838464,0.252805021088471
11,0.075517212452237,0.059463851153850555,0.26103071784789095
12,0.07852554277971734,0.0439512866238753,0.2450211868868341
13,0.07370604882233364,0.04894746902088324,0.24300601040571754
14,0.07209611987305242,0.05248814448714256,0.2401442154217203
15,0.06755814740304338,0.04687156776587168,0.235479120467273
16,0.0681325601803702,0.05712545166412989,0.2471709657522349
17,0.07340165717137415,0.056525795410076775,0.2476272507508606
18,0.07121972232883753,0.055795314411322273,0.25001722700918466
19,0.06985096035655154,0.055883859594662987,0.2587776877831626
20,0.06525977267775425,0.05704960972070694,0.25810980155502256
21,0.06296477141941703,0.07103292147318523,0.2722141267334621
22,0.06404091751332892,0.053067432095607124,0.24918558232102872
23,0.06522276458265476,0.05523409197727839,0.2410662159112938
24,0.06306585102060507,0.05981824609140555,0.2344812326649671
25,0.06196563764540262,0.06061564634243647,0.2597898063187562
26,0.0666240907252528,0.05398891493678093,0.25227988914587074
27,0.059178436651479364,0.06275062325100104,0.24942427240167547
