epoch,train_loss,val_loss,val_mae_hz
0,0.12912968858036883,0.09450088441371918,0.36309407170683894
1,0.10665561735283496,0.07873178149263065,0.33120447781327556
2,0.0959824732569761,0.08546000719070435,0.3365449916284392
3,0.08944652939951697,0.0801922803123792,0.3209669904330319
4,0.08817433830090733,0.06939362486203511,0.32323664704387467
5,0.08382061331771141,0.07777995367844899,0.33338810079449227
6,0.08481136484201564,0.11625938365856807,0.392432204609435
7,0.08584466689201288,0.08819552883505821,0.3630430162996522
8,0.07681945733032948,0.08983455846707027,0.3786227263007932
9,0.07670118096609448,0.06916492929061253,0.3097633362083709
10,0.07254646761819374,0.08603510012229283,0.3387632029891154
11,0.07754129491919695,0.10846082121133804,0.3266297454925021
12,0.07470408987340539,0.07765225072701772,0.29268952628695427
13,0.07555020344985086,0.07370919982592265,0.31861374939329296
14,0.07298074489416079,0.09748574594656627,0.33993443567810605
15,0.07311432336478732,0.05968535443147024,0.2839597027704814
16,0.07903658291108387,0.13569742192824683,0.42025494835026983
17,0.07609791200348111,0.07660829275846481,0.32348156836814806
18,0.0675305109904256,0.07202757025758426,0.32248364531748613
19,0.0628863831245622,0.07714270800352097,0.318255365004018
20,0.06290762228241494,0.08126723145445187,0.3245780332288343
21,0.07046737994045713,0.0714674840370814,0.30892490981208637
22,0.05900052765947442,0.0696241706609726,0.29535510282597466
23,0.06298560250637143,0.09225655098756154,0.36474997525420755
24,0.06419763558132704,0.07106777280569077,0.31117769829749947
25,0.062028655522437984,0.07201193645596504,0.30720903505333746
26,0.060558153273061265,0.07083041841785113,0.3080045199339893
27,0.06719506402001825,0.08700004716714223,0.33489881191856874
28,0.05472478339838427,0.08247724920511246,0.32659582442862534
29,0.05809352637896704,0.08114882186055183,0.30912944069083803
30,0.055700181528579355,0.07542354861895244,0.3108773818525649
