epoch,train_loss,val_loss,val_mae_hz
0,0.13240204378962517,0.05389165319502354,0.2778850928022029
1,0.10605398340280665,0.07250521207849185,0.305229665577465
2,0.09875453155227872,0.08213433561225732,0.3278241587571064
3,0.09709889212146748,0.05244996150334676,0.2506818221689319
4,0.09489184054870937,0.07333689803878467,0.28094335525486047
5,0.08738029401662738,0.06180991977453232,0.26776888015306716
6,0.08288311325879984,0.045144710689783096,0.2276516598439888
7,0.0947949304137119,0.044759333754579224,0.21688053519050068
8,0.08195710788632549,0.0565931509869794,0.24113798176907986
9,0.0814799309903106,0.05846501265962919,0.2529523520296879
10,0.08014569284264432,0.061574794041613735,0.24052764708176705
11,0.08528555535473102,0.0539112047602733,0.26164261021352964
12,0.07569385267967402,0.09316469232241313,0.3623521786188213
13,0.07708056284071402,0.055091384798288345,0.22718096795848222
14,0.07519320405066707,0.06540288651982944,0.2503808732575434
15,0.06670400844670313,0.07270676953097184,0.24809399137290303
16,0.07738765870589157,0.0644052376349767,0.2523664622469599
17,0.07079113811947578,0.07185925388087828,0.24923642957697018
18,0.07092425634348115,0.0830019364754359,0.2506773516141632
19,0.06990543687932713,0.06568945106118917,0.2432654305377659
20,0.06478278003199849,0.07721939248343308,0.26459754089197157
21,0.06361677662231201,0.05971309666832288,0.242832589943477
22,0.06520736031234264,0.07594509484867255,0.24575423505354424
